TEMP,PR,PET,RH,WS,GHI,SM,ST,DEM,SLP,Pre_NDVI,PV_Area,AI
9.97255707568114,418.5181394883118,1024.088198640573,45.93454132912855,2.524793207570344,1519.430937808042,9.139207970552972,1.015374052152565,990.3726313225328,4.788932986947944,0.2270085297944176,2.224435584,0.3894153186644652
7.957009085861918,186.2640836039365,1108.98404064822,37.24648282721104,3.041359851437211,1709.005004882812,0.807252738145289,1.135256143939722,1021.807170991994,0.0701080853931209,0.1346497105868337,0.308354623,0.1437794885796819
2.236453396960388,302.3703224644988,842.9335939190431,47.08023465264466,3.277560984292798,1504.864197945871,2.312449533933083,0.567573639597102,932.2827810421652,1.728045613806673,0.1556423753088126,0.782688079,0.3714950377196952
2.310758251420564,301.99910467349,843.7572819337922,46.56012897116343,3.290428193726584,1506.665930364265,2.312806008306446,0.5265234496596738,938.5151522962968,2.896938596957999,0.1497735497149925,0.57028056,0.3696186450769994
9.131214132681997,430.0002792869694,988.190836035538,49.23646660597355,2.511474989106182,1497.38381220001,4.501840437221228,0.9972935785763792,561.5971199151995,4.401077431956599,0.2546244546103834,0.679934316,0.4265008914511214
4.840991835093528,263.7500410269498,1008.499843986183,40.41562176212588,3.658862369058087,1714.215215672982,2.07863661258859,0.9558248194340384,1538.125135808762,0.6598786822374304,0.1677759792242352,0.458062128,0.213665066751107
11.05791873529652,460.9949248801462,1050.178541384792,46.20133582548845,2.349209359881548,1498.427522380736,11.30208842802418,1.113468622928898,851.6451994675368,4.583914398398888,0.1570169360130591,0.940367507,0.4176507525779953
5.334376791233846,260.6782435489388,1016.001036070168,40.86928640712563,3.494909949301402,1682.30017104834,2.189655418128394,0.9524994938940164,1443.052217112669,1.030699039497472,0.1697921952020201,0.46043557,0.2186456466291378
8.280368948381746,424.9705270344488,952.8728205851068,49.53906154250116,2.603436258882299,1506.658135435944,5.737997155982053,0.9033059393662156,675.2006530624808,4.039576617696007,0.4033883472409118,0.409184767,0.4253371987755628
1.19764430512211,234.3204218641904,832.3189110645299,53.3169961876748,3.482677069754561,1469.382086277673,2.204095886238323,0.5558904911863085,551.5780730575138,1.078354571000029,0.1909906677337785,0.799345828,0.3095785235741858
