TEMP,PR,PET,RH,WS,GHI,SM,ST,DEM,SLP,Pre_NDVI,PV_Area,AI
-0.7261100033119631,-1.4521653475387333,0.07310962586560181,-0.15907081959510425,0.3889360094173915,-0.771551466727526,0.869164817840275,-0.22443634793110606,0.12767298208239175,0.3658124319251833,-0.41304141542796674,0.11699300048614128,-0.5407119099043
-1.0184819471166056,1.1072616808307874,0.6285931120730109,-0.07070312551766002,-0.5582402811504692,0.7739727924228643,-1.7705090586334056,-0.8031793362369193,-1.2806352059188708,-0.8034494554308346,-1.2841674894047899,-0.0821530737011279,0.3592994359548255
1.0142838002063541,0.2830072128038025,-1.5724198698120504,-0.7242788064923498,-0.2669758824191779,-1.8338223942007044,-0.5865572720297819,-0.27266927052315115,-0.9944349521005322,0.1615155789173311,-0.4252992950081049,0.020532905693269484,-0.623945204492193
0.8497245746307694,0.16865451090995023,-1.706154341788238,-0.6657223233466759,-0.08036734716319992,-2.427087659201223,-0.8677260117711396,-0.6748985702559973,-0.8220063775508767,-0.14571978648270795,-0.780157295372337,-0.07524581864269239,-0.8663318841182628
-0.3593874656331415,-1.0572252507740634,0.9611180394163562,0.02225934009895552,0.9458081481362589,-0.4829766206285503,0.24352724464687825,-0.2977311920359109,1.0788507831339826,0.6189250912147367,0.09071836675258554,0.04323082778680443,-0.5823728134596925
0.5028672730912349,1.2693566244954453,1.1426324260617706,0.42733271672442147,0.7260789540146166,0.16030962412918187,-0.03233164632227267,-0.1416317488009938,0.848705303475468,0.11574508764574094,1.037315567889147,-0.04162717376007799,0.5924847666075866
-2.280271579822423,-3.572169602529353,-0.44434410064714036,-1.2108023417104659,-1.999742900818431,-3.1721211283982518,-0.803649190431978,-1.8108254787693214,-1.6312966586494198,-0.3159343587958979,-0.39003178549464784,-0.16509084553613024,-1.5263361979237138
0.1570940863610141,1.2464085398805844,1.1638282761603802,0.28411514874495986,-0.17552133793270008,0.5897654466607816,-0.1309492595509313,-0.07242982591347152,0.8300780783598829,0.08645890659704404,1.0169450776646325,-0.03378819482633845,0.3685159141001187
1.936941547863082,0.5950483315999411,0.10573887615904418,2.0289795804556663,0.6682332951236619,1.3682235504420368,0.6816324012028053,1.5903146406483006,2.6119499570871185,1.2641131502035488,0.8693529054113766,0.13159808560093447,1.35553397621054
1.7153713972281874,1.287686814540583,-2.19559269331706,-0.5831972109094364,-0.6281235501723779,-2.363658452592014,-0.5904531635693274,-0.2741986172923096,-0.45880171673320647,-0.06238634571847005,0.054711828463089925,-0.05238207382667394,-0.44788990938001205
