TEMP,PR,PET,RH,WS,GHI,SM,ST,DEM,SLP,Pre_NDVI,PV_Area,AI
0.21605161437324974,-0.2480109821772204,-0.2331057983158259,-1.5110259093812466,-0.6946260016160601,-6.091713568118092,-0.47846407169786587,-0.33618521721128175,-0.5345957111430146,-0.03808477856141199,0.11481161147149083,0.07609767445052652,-0.8946661238913012
0.5561958398638915,-0.24770390529237277,0.43760619958862645,0.11857943378802796,0.028949788969217086,0.5772807040738148,0.1241485398542136,0.5402724335901438,0.7487687085392989,-0.06373102441481839,0.2238255061405815,0.03043135500564746,0.27589281318036635
-0.09384833356650131,0.20302181299465388,-0.08598864557066312,-0.5411483529975845,0.4835404237928903,-4.804193921646932,-0.09126656756063718,0.09429403308209863,-1.1469978792416966,0.17796686295833852,0.09200579898949302,0.11681605020951895,-0.9690292446312703
-0.4536607536313952,-0.20802760199229745,-1.5914798545113038,-1.3450991187048045,-0.9636348684271798,-5.373886897575316,-0.6598824079073448,-0.6870798679764591,-1.979544379086648,-0.5728579218256185,-0.04221972795436158,-0.695076271059095,-1.7475972323176556
0.13320648216875283,-0.5698568231977214,-0.3568362869306777,-1.029423551133368,-0.592825672630376,-7.963109674705452,-0.23533755745221333,-0.36809581566834804,-0.28188161340257545,-0.2486364776576454,-0.48212578198975997,0.029745966351021867,-1.439172722377245
0.2043263119130603,-0.37940984240836567,-0.03265223544867087,-1.3550568041774544,-0.7093719859317773,-5.890395198385232,-0.4648964312708834,-0.2151229316094477,-1.4749202560682575,0.02371828128221552,-0.020593080507177428,-0.04474892099801864,-1.942100366900365
0.22138961820733832,-0.3164423158821752,-0.025851311017759185,-1.8117448452016756,-0.8316017019422726,-6.055813169073208,-0.4493563461515846,-0.46449641038974104,-1.5110992515058674,-0.021889882810258596,0.020578380377135455,0.05216892793515901,-1.881702766351971
0.20999919759575272,-0.46456658287542957,-0.3647399235982449,-1.3532490093592144,-0.8041558738743577,-6.546773068156197,-0.5180776142282412,-0.8382521626555051,-1.580446329927331,-0.1230835623984846,-0.17056936790416438,0.019525882561380666,-2.2914583252618717
0.3368719319605993,-0.24590153682925228,0.1844418671944489,-0.08902107093121028,0.021712483853722573,0.9429661873671122,0.16516338365074865,0.182502197796841,0.8526815018844274,-0.05175559836918383,0.2518190779212293,0.04478991088198701,0.2619256061843286
0.5542344413045794,-0.49788908406936877,-0.06499601422757312,0.25089905250662314,0.1509415941017991,0.7300644448399548,0.06561011120263069,0.12364029334004346,0.6210460081210153,-0.128862677782567,0.24675531378585014,0.0381766610204552,0.1680174554887021
